ET,Parcela_ID,Temp_C,precipitation,relative_humidity_2m_above_ground,wind,Fecha actual
,18489,3.0,,79.0,7.0,27-05-2021
,18487,4.0,,79.0,7.0,27-05-2021
,18686,,,81.0,6.0,27-05-2021
,18485,2.0,,79.0,7.0,27-05-2021
,18685,4.0,,81.0,6.0,27-05-2021
,18684,3.0,,81.0,6.0,27-05-2021
,18683,4.0,,81.0,6.0,27-05-2021
,18482,3.0,,79.0,8.0,27-05-2021
,18682,0.0,,79.0,7.0,27-05-2021
,18681,2.0,,79.0,7.0,27-05-2021
,18680,,,79.0,7.0,27-05-2021
,18679,3.0,,79.0,7.0,27-05-2021
,18678,3.0,,79.0,7.0,27-05-2021
,18677,4.0,,79.0,7.0,27-05-2021
,18676,4.0,,79.0,7.0,27-05-2021
,18675,4.0,,79.0,7.0,27-05-2021
,18867,5.0,,81.0,6.0,27-05-2021
,18674,3.0,,79.0,8.0,27-05-2021
,18865,,,81.0,6.0,27-05-2021
,18673,2.0,,79.0,8.0,27-05-2021
,18863,1.0,,79.0,7.0,27-05-2021
,18672,3.0,,79.0,8.0,27-05-2021
,18861,-2.0,,79.0,7.0,27-05-2021
,18858,3.0,,79.0,7.0,27-05-2021
,18856,4.0,,79.0,7.0,27-05-2021
,18854,0.0,,79.0,7.0,27-05-2021
,19044,0.0,,81.0,6.0,27-05-2021
,19043,0.0,,81.0,6.0,27-05-2021
,19042,1.0,,79.0,7.0,27-05-2021
,18851,1.0,,79.0,8.0,27-05-2021
,19041,1.0,,79.0,7.0,27-05-2021
,19039,2.0,,79.0,7.0,27-05-2021
,19038,3.0,,79.0,7.0,27-05-2021
,19211,6.0,,81.0,6.0,27-05-2021
,19209,6.0,,81.0,6.0,27-05-2021
,19036,2.0,,79.0,7.0,27-05-2021
,19035,2.0,,79.0,7.0,27-05-2021
,19034,4.0,,79.0,7.0,27-05-2021
,19033,,,79.0,7.0,27-05-2021
,19032,1.0,,79.0,8.0,27-05-2021
,19207,0.0,,79.0,7.0,27-05-2021
,19031,1.0,,79.0,8.0,27-05-2021
,19030,3.0,,79.0,8.0,27-05-2021
,19205,2.0,,79.0,7.0,27-05-2021
,19029,2.0,,79.0,8.0,27-05-2021
,19203,3.0,,79.0,7.0,27-05-2021
,19368,2.0,,81.0,6.0,27-05-2021
,19367,5.0,,81.0,6.0,27-05-2021
,19366,5.0,,81.0,6.0,27-05-2021
,19365,5.0,,81.0,6.0,27-05-2021
,19665,-1.0,,95.0,4.0,27-05-2021
,19364,4.0,,81.0,6.0,27-05-2021
,19664,1.0,,95.0,4.0,27-05-2021
,19663,1.0,,92.0,4.0,27-05-2021
,19662,0.0,,92.0,4.0,27-05-2021
,19198,1.0,,79.0,8.0,27-05-2021
,19360,0.0,,79.0,7.0,27-05-2021
,19196,2.0,,79.0,8.0,27-05-2021
,19359,3.0,,79.0,7.0,27-05-2021
,19358,2.0,,79.0,7.0,27-05-2021
,19357,2.0,,79.0,7.0,27-05-2021
,19356,5.0,,79.0,7.0,27-05-2021
,19355,5.0,,79.0,7.0,27-05-2021
,19798,4.0,,95.0,4.0,27-05-2021
,19511,5.0,,81.0,6.0,27-05-2021
,19354,4.0,,79.0,7.0,27-05-2021
,19796,2.0,,92.0,4.0,27-05-2021
,19353,4.0,,79.0,7.0,27-05-2021
,19352,,,79.0,8.0,27-05-2021
,19509,,,84.0,4.0,27-05-2021
,19793,,,90.0,2.0,27-05-2021
,19351,0.0,,80.0,6.0,27-05-2021
,19350,0.0,,80.0,6.0,27-05-2021
,19349,3.0,,80.0,6.0,27-05-2021
,19348,4.0,,80.0,6.0,27-05-2021
,19347,4.0,,80.0,6.0,27-05-2021
,19507,2.0,,81.0,6.0,27-05-2021
,19346,2.0,,80.0,6.0,27-05-2021
,19345,2.0,,80.0,6.0,27-05-2021
,19506,,,81.0,6.0,27-05-2021
,19651,2.0,,84.0,4.0,27-05-2021
,19925,3.0,,86.0,2.0,27-05-2021
,19650,2.0,,84.0,4.0,27-05-2021
,19924,4.0,,86.0,2.0,27-05-2021
,19505,,,81.0,6.0,27-05-2021
,19649,5.0,,84.0,4.0,27-05-2021
,19923,4.0,,90.0,2.0,27-05-2021
,19922,2.0,,90.0,2.0,27-05-2021
,19921,2.0,,90.0,2.0,27-05-2021
,19503,2.0,,80.0,6.0,27-05-2021
,19498,0.0,,80.0,6.0,27-05-2021
,19496,4.0,,80.0,6.0,27-05-2021
,20053,2.0,,86.0,2.0,27-05-2021
,20051,4.0,,86.0,2.0,27-05-2021
,19647,3.0,,81.0,6.0,27-05-2021
,19646,-1.0,,81.0,6.0,27-05-2021
,20049,3.0,,90.0,2.0,27-05-2021
,20048,3.0,,90.0,2.0,27-05-2021
,20046,-2.0,,90.0,2.0,27-05-2021
,19645,0.0,,80.0,6.0,27-05-2021
,19644,0.0,,80.0,6.0,27-05-2021
,19643,1.0,,80.0,6.0,27-05-2021
,19642,2.0,,80.0,6.0,27-05-2021
,19641,2.0,,80.0,6.0,27-05-2021
,19640,3.0,,80.0,6.0,27-05-2021
,19639,1.0,,80.0,6.0,27-05-2021
,19638,1.0,,80.0,6.0,27-05-2021
,19636,3.0,,80.0,6.0,27-05-2021
,20193,3.0,,86.0,2.0,27-05-2021
,20192,3.0,,86.0,2.0,27-05-2021
,20191,3.0,,86.0,2.0,27-05-2021
,19786,2.0,,81.0,6.0,27-05-2021
,20190,3.0,,90.0,2.0,27-05-2021
,20189,3.0,,90.0,2.0,27-05-2021
,19784,1.0,,81.0,6.0,27-05-2021
,20188,,,90.0,2.0,27-05-2021
,20187,3.0,,90.0,2.0,27-05-2021
,20186,-1.0,,90.0,2.0,27-05-2021
,19783,1.0,,80.0,6.0,27-05-2021
,20185,0.0,,90.0,2.0,27-05-2021
,20184,3.0,,90.0,2.0,27-05-2021
,19781,2.0,,80.0,6.0,27-05-2021
,19780,2.0,,80.0,6.0,27-05-2021
,19778,4.0,,80.0,6.0,27-05-2021
,19920,0.0,,81.0,6.0,27-05-2021
,20333,3.0,,86.0,2.0,27-05-2021
,19919,1.0,,81.0,6.0,27-05-2021
,19918,1.0,,81.0,6.0,27-05-2021
,20331,2.0,,90.0,2.0,27-05-2021
,20328,2.0,,90.0,2.0,27-05-2021
,19916,1.0,,80.0,6.0,27-05-2021
,19915,2.0,,80.0,6.0,27-05-2021
,20326,3.0,,90.0,2.0,27-05-2021
,19914,4.0,,80.0,6.0,27-05-2021
,20183,,,86.0,3.0,27-05-2021
,20182,5.0,,86.0,3.0,27-05-2021
,20181,-1.0,,86.0,3.0,27-05-2021
,20180,-3.0,,86.0,3.0,27-05-2021
,20179,-1.0,,86.0,3.0,27-05-2021
,20321,,,88.0,2.0,27-05-2021
,20178,1.0,,86.0,3.0,27-05-2021
,20177,2.0,,84.0,4.0,27-05-2021
,20176,3.0,,84.0,4.0,27-05-2021
,20494,3.0,,86.0,2.0,27-05-2021
,20175,,,84.0,4.0,27-05-2021
,20493,,,86.0,2.0,27-05-2021
,20174,,,84.0,4.0,27-05-2021
,20173,,,84.0,4.0,27-05-2021
,20491,3.0,,90.0,2.0,27-05-2021
,20490,2.0,,90.0,2.0,27-05-2021
,20489,2.0,,90.0,2.0,27-05-2021
,19912,5.0,,79.0,8.0,27-05-2021
,20488,3.0,,90.0,2.0,27-05-2021
,20487,3.0,,90.0,2.0,27-05-2021
,20043,1.0,,80.0,6.0,27-05-2021
,20486,2.0,,90.0,2.0,27-05-2021
,20485,2.0,,90.0,2.0,27-05-2021
,20484,3.0,,90.0,2.0,27-05-2021
,20041,3.0,,80.0,6.0,27-05-2021
,20483,-1.0,,90.0,2.0,27-05-2021
,20482,-5.0,,90.0,2.0,27-05-2021
,20481,,,88.0,2.0,27-05-2021
,20172,,,81.0,6.0,27-05-2021
,20480,,,88.0,2.0,27-05-2021
,20320,-1.0,,86.0,3.0,27-05-2021
,20171,7.0,,81.0,6.0,27-05-2021
,20479,4.0,,88.0,2.0,27-05-2021
,20478,4.0,,88.0,2.0,27-05-2021
,20318,1.0,,86.0,3.0,27-05-2021
,20477,5.0,,88.0,2.0,27-05-2021
,20476,6.0,,88.0,2.0,27-05-2021
,20316,1.0,,84.0,4.0,27-05-2021
,20475,,,88.0,2.0,27-05-2021
,20169,,,81.0,6.0,27-05-2021
,20651,2.0,,86.0,2.0,27-05-2021
,20168,3.0,,81.0,6.0,27-05-2021
,20313,1.0,,84.0,4.0,27-05-2021
,20649,2.0,,86.0,2.0,27-05-2021
,20167,1.0,,81.0,6.0,27-05-2021
,20166,2.0,,81.0,6.0,27-05-2021
,20165,4.0,,81.0,6.0,27-05-2021
,20473,,,88.0,2.0,27-05-2021
,20037,,,79.0,8.0,27-05-2021
,20472,4.0,,88.0,2.0,27-05-2021
,20646,3.0,,90.0,2.0,27-05-2021
,20471,4.0,,86.0,3.0,27-05-2021
,20470,3.0,,86.0,3.0,27-05-2021
,20644,2.0,,90.0,2.0,27-05-2021
,20035,4.0,,79.0,8.0,27-05-2021
,20469,2.0,,86.0,3.0,27-05-2021
,20642,2.0,,90.0,2.0,27-05-2021
,20468,0.0,,86.0,3.0,27-05-2021
,20467,1.0,,86.0,3.0,27-05-2021
,20640,-1.0,,90.0,2.0,27-05-2021
,20466,,,86.0,3.0,27-05-2021
,20638,,,90.0,2.0,27-05-2021
,20310,7.0,,81.0,6.0,27-05-2021
,20635,4.0,,88.0,2.0,27-05-2021
,20465,1.0,,86.0,3.0,27-05-2021
,20633,5.0,,88.0,2.0,27-05-2021
,20464,2.0,,86.0,3.0,27-05-2021
,20463,4.0,,84.0,4.0,27-05-2021
,20631,5.0,,88.0,2.0,27-05-2021
,20462,4.0,,84.0,4.0,27-05-2021
,20629,,,88.0,2.0,27-05-2021
,20461,3.0,,84.0,4.0,27-05-2021
,20803,,,86.0,2.0,27-05-2021
,20460,3.0,,84.0,4.0,27-05-2021
,20308,3.0,,81.0,6.0,27-05-2021
,20802,2.0,,86.0,2.0,27-05-2021
,20459,5.0,,84.0,4.0,27-05-2021
,20801,2.0,,86.0,2.0,27-05-2021
,20800,2.0,,86.0,2.0,27-05-2021
,20458,5.0,,84.0,4.0,27-05-2021
,20799,3.0,,86.0,2.0,27-05-2021
,20306,1.0,,81.0,6.0,27-05-2021
,20797,2.0,,90.0,2.0,27-05-2021
,20796,3.0,,90.0,2.0,27-05-2021
,20627,4.0,,86.0,3.0,27-05-2021
,20795,3.0,,90.0,2.0,27-05-2021
,20794,4.0,,90.0,2.0,27-05-2021
,20793,3.0,,90.0,2.0,27-05-2021
,20625,2.0,,86.0,3.0,27-05-2021
,20792,2.0,,90.0,2.0,27-05-2021
,20791,4.0,,90.0,2.0,27-05-2021
,20623,2.0,,86.0,3.0,27-05-2021
,20790,4.0,,90.0,2.0,27-05-2021
,20789,-1.0,,90.0,2.0,27-05-2021
,20621,1.0,,86.0,3.0,27-05-2021
,20788,3.0,,90.0,2.0,27-05-2021
,20787,1.0,,90.0,2.0,27-05-2021
,20786,-2.0,,90.0,2.0,27-05-2021
,20785,1.0,,90.0,2.0,27-05-2021
,20784,,,90.0,2.0,27-05-2021
,20783,2.0,,88.0,2.0,27-05-2021
,20782,2.0,,88.0,2.0,27-05-2021
,20781,5.0,,88.0,2.0,27-05-2021
,20780,5.0,,88.0,2.0,27-05-2021
,20617,4.0,,84.0,4.0,27-05-2021
,20779,5.0,,88.0,2.0,27-05-2021
,20778,4.0,,88.0,2.0,27-05-2021
,20615,3.0,,84.0,4.0,27-05-2021
,20455,3.0,,81.0,6.0,27-05-2021
,20454,3.0,,81.0,6.0,27-05-2021
,20613,3.0,,84.0,4.0,27-05-2021
,20944,4.0,,86.0,2.0,27-05-2021
,20453,1.0,,81.0,6.0,27-05-2021
,20777,6.0,,88.0,2.0,27-05-2021
,20942,4.0,,86.0,2.0,27-05-2021
,20452,1.0,,81.0,6.0,27-05-2021
,20776,6.0,,88.0,2.0,27-05-2021
,20451,1.0,,81.0,6.0,27-05-2021
,20450,3.0,,81.0,6.0,27-05-2021
,20939,2.0,,90.0,2.0,27-05-2021
,20775,3.0,,86.0,3.0,27-05-2021
,20937,4.0,,90.0,2.0,27-05-2021
,20612,,,84.0,4.0,27-05-2021
,20774,3.0,,86.0,3.0,27-05-2021
,20935,4.0,,90.0,2.0,27-05-2021
,20773,-2.0,,86.0,3.0,27-05-2021
,20772,2.0,,86.0,3.0,27-05-2021
,20933,0.0,,90.0,2.0,27-05-2021
,20771,0.0,,86.0,3.0,27-05-2021
,20610,,,84.0,4.0,27-05-2021
,20770,1.0,,86.0,3.0,27-05-2021
,20769,3.0,,86.0,3.0,27-05-2021
,20930,-1.0,,90.0,2.0,27-05-2021
,20928,5.0,,90.0,2.0,27-05-2021
,20927,3.0,,88.0,2.0,27-05-2021
,20768,3.0,,86.0,3.0,27-05-2021
,20767,3.0,,86.0,3.0,27-05-2021
,20925,3.0,,88.0,2.0,27-05-2021
,20765,1.0,,84.0,4.0,27-05-2021
,20923,4.0,,88.0,2.0,27-05-2021
,21101,4.0,,86.0,2.0,27-05-2021
,20764,0.0,,84.0,4.0,27-05-2021
,21100,4.0,,86.0,2.0,27-05-2021
,21099,3.0,,86.0,2.0,27-05-2021
,20763,2.0,,84.0,4.0,27-05-2021
,21098,3.0,,86.0,2.0,27-05-2021
,20762,2.0,,84.0,4.0,27-05-2021
,20607,4.0,,81.0,6.0,27-05-2021
,21097,4.0,,86.0,2.0,27-05-2021
,21096,5.0,,86.0,2.0,27-05-2021
,21095,5.0,,86.0,2.0,27-05-2021
,21094,4.0,,86.0,2.0,27-05-2021
,20605,1.0,,81.0,6.0,27-05-2021
,21093,4.0,,90.0,2.0,27-05-2021
,21092,4.0,,90.0,2.0,27-05-2021
,20920,7.0,,88.0,2.0,27-05-2021
,21091,4.0,,90.0,2.0,27-05-2021
,20761,0.0,,84.0,4.0,27-05-2021
,21090,4.0,,90.0,2.0,27-05-2021
,20760,6.0,,84.0,4.0,27-05-2021
,21089,5.0,,90.0,2.0,27-05-2021
,21088,5.0,,90.0,2.0,27-05-2021
,21087,3.0,,90.0,2.0,27-05-2021
,21086,5.0,,90.0,2.0,27-05-2021
,21085,4.0,,90.0,2.0,27-05-2021
,20918,2.0,,86.0,3.0,27-05-2021
,21084,0.0,,90.0,2.0,27-05-2021
,20759,4.0,,84.0,4.0,27-05-2021
,21083,-1.0,,90.0,2.0,27-05-2021
,20758,,,84.0,4.0,27-05-2021
,20916,0.0,,86.0,3.0,27-05-2021
,21082,1.0,,90.0,2.0,27-05-2021
,21081,-2.0,,90.0,2.0,27-05-2021
,21080,0.0,,90.0,2.0,27-05-2021
,20914,,,86.0,3.0,27-05-2021
,21079,0.0,,90.0,2.0,27-05-2021
,20601,1.0,,80.0,6.0,27-05-2021
,21078,3.0,,90.0,2.0,27-05-2021
,20599,4.0,,80.0,6.0,27-05-2021
,20757,4.0,,81.0,6.0,27-05-2021
,21077,-3.0,,88.0,2.0,27-05-2021
,20756,2.0,,81.0,6.0,27-05-2021
,21076,4.0,,88.0,2.0,27-05-2021
,20911,,,86.0,3.0,27-05-2021
,21075,4.0,,88.0,2.0,27-05-2021
,21074,4.0,,88.0,2.0,27-05-2021
,21252,4.0,,86.0,2.0,27-05-2021
,21073,5.0,,88.0,2.0,27-05-2021
,21072,5.0,,88.0,2.0,27-05-2021
,21250,4.0,,86.0,2.0,27-05-2021
,20909,2.0,,84.0,4.0,27-05-2021
,21248,4.0,,86.0,2.0,27-05-2021
,21246,3.0,,86.0,2.0,27-05-2021
,20755,,,81.0,6.0,27-05-2021
,20754,1.0,,81.0,6.0,27-05-2021
,21244,5.0,,86.0,2.0,27-05-2021
,21242,5.0,,90.0,2.0,27-05-2021
,21071,,,88.0,2.0,27-05-2021
,21240,4.0,,90.0,2.0,27-05-2021
,21238,5.0,,90.0,2.0,27-05-2021
,20753,2.0,,81.0,6.0,27-05-2021
,20752,1.0,,80.0,6.0,27-05-2021
,21236,4.0,,90.0,2.0,27-05-2021
,21070,3.0,,86.0,3.0,27-05-2021
,21234,-1.0,,90.0,2.0,27-05-2021
,21069,2.0,,86.0,3.0,27-05-2021
,21068,3.0,,86.0,3.0,27-05-2021
,21067,3.0,,86.0,3.0,27-05-2021
,21065,1.0,,86.0,3.0,27-05-2021
,20750,4.0,,80.0,6.0,27-05-2021
,20749,2.0,,80.0,6.0,27-05-2021
,20748,3.0,,80.0,6.0,27-05-2021
,20904,2.0,,81.0,6.0,27-05-2021
,21231,-2.0,,88.0,2.0,27-05-2021
,21563,,,83.0,2.0,27-05-2021
,20747,4.0,,80.0,6.0,27-05-2021
,21064,2.0,,86.0,3.0,27-05-2021
,21561,4.0,,83.0,2.0,27-05-2021
,21229,6.0,,88.0,2.0,27-05-2021
,20746,4.0,,80.0,6.0,27-05-2021
,21063,1.0,,86.0,3.0,27-05-2021
,21396,4.0,,86.0,2.0,27-05-2021
,21062,1.0,,84.0,4.0,27-05-2021
,20745,4.0,,80.0,6.0,27-05-2021
,21227,6.0,,88.0,2.0,27-05-2021
,21395,4.0,,86.0,2.0,27-05-2021
,21061,2.0,,84.0,4.0,27-05-2021
,21394,4.0,,86.0,2.0,27-05-2021
,21060,5.0,,84.0,4.0,27-05-2021
,21393,4.0,,86.0,2.0,27-05-2021
,21392,5.0,,86.0,2.0,27-05-2021
,21059,2.0,,84.0,4.0,27-05-2021
,21391,4.0,,86.0,2.0,27-05-2021
,21224,,,88.0,2.0,27-05-2021
,21390,3.0,,86.0,2.0,27-05-2021
,21389,3.0,,86.0,2.0,27-05-2021
,21388,5.0,,86.0,2.0,27-05-2021
,21387,5.0,,90.0,2.0,27-05-2021
,21386,5.0,,90.0,2.0,27-05-2021
,21385,3.0,,90.0,2.0,27-05-2021
,21384,4.0,,90.0,2.0,27-05-2021
,21057,1.0,,84.0,4.0,27-05-2021
,21383,4.0,,90.0,2.0,27-05-2021
,21382,5.0,,90.0,2.0,27-05-2021
,20900,2.0,,81.0,6.0,27-05-2021
,21056,2.0,,84.0,4.0,27-05-2021
,21381,3.0,,90.0,2.0,27-05-2021
,21055,2.0,,84.0,4.0,27-05-2021
,21380,4.0,,90.0,2.0,27-05-2021
,21223,3.0,,86.0,3.0,27-05-2021
,21220,,,86.0,3.0,27-05-2021
,20896,5.0,,80.0,6.0,27-05-2021
,21219,3.0,,86.0,3.0,27-05-2021
,21379,3.0,,88.0,2.0,27-05-2021
,21053,2.0,,81.0,6.0,27-05-2021
,21378,-1.0,,88.0,2.0,27-05-2021
,21729,4.0,,83.0,2.0,27-05-2021
,21052,5.0,,81.0,6.0,27-05-2021
,21377,-2.0,,88.0,2.0,27-05-2021
,20894,2.0,,80.0,6.0,27-05-2021
,21728,4.0,,83.0,2.0,27-05-2021
,21217,2.0,,86.0,3.0,27-05-2021
,21727,4.0,,83.0,2.0,27-05-2021
,21376,6.0,,88.0,2.0,27-05-2021
,21726,0.0,,83.0,2.0,27-05-2021
,21725,1.0,,83.0,2.0,27-05-2021
,21375,6.0,,88.0,2.0,27-05-2021
,21724,1.0,,83.0,2.0,27-05-2021
,21543,2.0,,86.0,2.0,27-05-2021
,21215,1.0,,84.0,4.0,27-05-2021
,21723,0.0,,83.0,2.0,27-05-2021
,21374,5.0,,88.0,2.0,27-05-2021
,21373,7.0,,88.0,2.0,27-05-2021
,21541,3.0,,86.0,2.0,27-05-2021
,21213,5.0,,84.0,4.0,27-05-2021
,21539,4.0,,86.0,2.0,27-05-2021
,21372,5.0,,88.0,2.0,27-05-2021
,21371,1.0,,88.0,2.0,27-05-2021
,21211,,,84.0,4.0,27-05-2021
,21537,3.0,,86.0,2.0,27-05-2021
,21535,3.0,,86.0,2.0,27-05-2021
,21533,3.0,,90.0,2.0,27-05-2021
,21210,1.0,,84.0,4.0,27-05-2021
,21531,4.0,,90.0,2.0,27-05-2021
,21529,4.0,,90.0,2.0,27-05-2021
,21049,3.0,,81.0,6.0,27-05-2021
,21208,1.0,,84.0,4.0,27-05-2021
,21048,3.0,,80.0,6.0,27-05-2021
,21206,,,84.0,4.0,27-05-2021
,21047,2.0,,80.0,6.0,27-05-2021
,21045,5.0,,80.0,6.0,27-05-2021
,21044,3.0,,80.0,6.0,27-05-2021
,21370,3.0,,86.0,3.0,27-05-2021
,21043,4.0,,80.0,6.0,27-05-2021
,21369,3.0,,86.0,3.0,27-05-2021
,21042,4.0,,80.0,6.0,27-05-2021
,21368,2.0,,86.0,3.0,27-05-2021
,21367,,,86.0,3.0,27-05-2021
,21203,2.0,,81.0,6.0,27-05-2021
,21524,-1.0,,88.0,2.0,27-05-2021
,21366,2.0,,86.0,3.0,27-05-2021
,21896,4.0,,83.0,2.0,27-05-2021
,21365,0.0,,86.0,3.0,27-05-2021
,21894,4.0,,83.0,2.0,27-05-2021
,21522,6.0,,88.0,2.0,27-05-2021
,21038,2.0,,80.0,6.0,27-05-2021
,21364,1.0,,86.0,3.0,27-05-2021
,21892,1.0,,83.0,2.0,27-05-2021
,21702,,,86.0,2.0,27-05-2021
,21363,0.0,,84.0,4.0,27-05-2021
,21890,0.0,,83.0,2.0,27-05-2021
,21520,5.0,,88.0,2.0,27-05-2021
,21701,2.0,,86.0,2.0,27-05-2021
,21362,1.0,,84.0,4.0,27-05-2021
,21888,3.0,,86.0,2.0,27-05-2021
,21700,3.0,,86.0,2.0,27-05-2021
,21361,2.0,,84.0,4.0,27-05-2021
,21699,3.0,,86.0,2.0,27-05-2021
,21698,4.0,,86.0,2.0,27-05-2021
,21360,2.0,,84.0,4.0,27-05-2021
,21697,3.0,,86.0,2.0,27-05-2021
,21517,6.0,,88.0,2.0,27-05-2021
,21696,2.0,,86.0,2.0,27-05-2021
,21695,3.0,,86.0,2.0,27-05-2021
,21516,,,88.0,2.0,27-05-2021
,21694,3.0,,86.0,2.0,27-05-2021
,21693,5.0,,90.0,2.0,27-05-2021
,21692,5.0,,90.0,2.0,27-05-2021
,21691,5.0,,90.0,2.0,27-05-2021
,21198,6.0,,81.0,6.0,27-05-2021
,21359,2.0,,84.0,4.0,27-05-2021
,21690,4.0,,90.0,2.0,27-05-2021
,21033,3.0,,79.0,8.0,27-05-2021
,21515,,,86.0,3.0,27-05-2021
,21358,2.0,,84.0,4.0,27-05-2021
,21689,5.0,,90.0,2.0,27-05-2021
,21688,3.0,,90.0,2.0,27-05-2021
,21357,1.0,,84.0,4.0,27-05-2021
,21687,3.0,,90.0,2.0,27-05-2021
,21356,2.0,,84.0,4.0,27-05-2021
,21032,2.0,,79.0,8.0,27-05-2021
,21355,1.0,,84.0,4.0,27-05-2021
,21686,,,90.0,2.0,27-05-2021
,21354,1.0,,84.0,4.0,27-05-2021
,21685,4.0,,90.0,2.0,27-05-2021
,21684,4.0,,90.0,2.0,27-05-2021
,21197,4.0,,80.0,6.0,27-05-2021
,21683,5.0,,90.0,2.0,27-05-2021
,21682,5.0,,90.0,2.0,27-05-2021
,21513,3.0,,86.0,3.0,27-05-2021
,21195,4.0,,80.0,6.0,27-05-2021
,21681,,,90.0,2.0,27-05-2021
,21511,3.0,,86.0,3.0,27-05-2021
,21680,2.0,,90.0,2.0,27-05-2021
,21193,4.0,,80.0,6.0,27-05-2021
,21509,3.0,,86.0,3.0,27-05-2021
,21353,2.0,,81.0,6.0,27-05-2021
,21679,5.0,,88.0,2.0,27-05-2021
,22062,3.0,,83.0,2.0,27-05-2021
,22061,3.0,,83.0,2.0,27-05-2021
,21352,2.0,,81.0,6.0,27-05-2021
,21678,-2.0,,88.0,2.0,27-05-2021
,22060,3.0,,83.0,2.0,27-05-2021
,21508,4.0,,86.0,3.0,27-05-2021
,22059,4.0,,83.0,2.0,27-05-2021
,21677,-2.0,,88.0,2.0,27-05-2021
,22058,3.0,,83.0,2.0,27-05-2021
,22057,3.0,,83.0,2.0,27-05-2021
,21676,6.0,,88.0,2.0,27-05-2021
,22056,3.0,,83.0,2.0,27-05-2021
,21506,1.0,,84.0,4.0,27-05-2021
,22055,3.0,,83.0,2.0,27-05-2021
,21675,4.0,,88.0,2.0,27-05-2021
,22054,3.0,,83.0,2.0,27-05-2021
,22053,0.0,,83.0,2.0,27-05-2021
,21674,4.0,,88.0,2.0,27-05-2021
,21865,,,86.0,2.0,27-05-2021
,22052,2.0,,86.0,2.0,27-05-2021
,21504,1.0,,84.0,4.0,27-05-2021
,22051,2.0,,86.0,2.0,27-05-2021
,22050,1.0,,86.0,2.0,27-05-2021
,21187,,,80.0,6.0,27-05-2021
,21863,4.0,,86.0,2.0,27-05-2021
,21673,4.0,,88.0,2.0,27-05-2021
,22049,1.0,,86.0,2.0,27-05-2021
,21672,5.0,,88.0,2.0,27-05-2021
,21861,2.0,,86.0,2.0,27-05-2021
,21670,3.0,,88.0,2.0,27-05-2021
,21859,4.0,,86.0,2.0,27-05-2021
,21349,-1.0,,81.0,6.0,27-05-2021
,21857,5.0,,90.0,2.0,27-05-2021
,21348,0.0,,81.0,6.0,27-05-2021
,21501,2.0,,84.0,4.0,27-05-2021
,21855,5.0,,90.0,2.0,27-05-2021
,21347,,,81.0,6.0,27-05-2021
,21853,3.0,,90.0,2.0,27-05-2021
,21186,4.0,,79.0,8.0,27-05-2021
,21346,,,81.0,6.0,27-05-2021
,21499,2.0,,84.0,4.0,27-05-2021
,21669,,,86.0,3.0,27-05-2021
,21345,,,80.0,6.0,27-05-2021
,21497,1.0,,84.0,4.0,27-05-2021
,21851,,,90.0,2.0,27-05-2021
,21344,4.0,,80.0,6.0,27-05-2021
,21849,4.0,,90.0,2.0,27-05-2021
,21343,4.0,,80.0,6.0,27-05-2021
,21668,3.0,,86.0,3.0,27-05-2021
,21342,4.0,,80.0,6.0,27-05-2021
,21847,5.0,,90.0,2.0,27-05-2021
,21667,3.0,,86.0,3.0,27-05-2021
