ET,Parcela_ID,Temp_C,precipitation,relative_humidity_2m_above_ground,wind,Fecha actual
,7482,,,94.0,1.0,27-05-2021
,7220,3.0,,86.0,2.0,27-05-2021
,7373,0.0,,90.0,1.0,27-05-2021
,7527,1.0,,91.0,2.0,27-05-2021
,7481,-3.0,,96.0,0.0,27-05-2021
,7529,2.0,,91.0,2.0,27-05-2021
,7479,-1.0,,96.0,0.0,27-05-2021
,7219,5.0,,86.0,2.0,27-05-2021
,7187,2.0,,83.0,1.0,27-05-2021
,7374,1.0,,90.0,1.0,27-05-2021
,7531,2.0,,91.0,2.0,27-05-2021
,7477,-2.0,,96.0,0.0,27-05-2021
,7533,0.0,,91.0,2.0,27-05-2021
,7375,3.0,,90.0,1.0,27-05-2021
,7535,0.0,,91.0,2.0,27-05-2021
,7376,2.0,,90.0,1.0,27-05-2021
,7537,1.0,,91.0,2.0,27-05-2021
,7475,,,96.0,0.0,27-05-2021
,7377,2.0,,90.0,1.0,27-05-2021
,7473,1.0,,96.0,0.0,27-05-2021
,7540,-2.0,,91.0,2.0,27-05-2021
,7472,3.0,,96.0,0.0,27-05-2021
,7378,1.0,,90.0,1.0,27-05-2021
,7542,1.0,,91.0,2.0,27-05-2021
,7470,-1.0,,95.0,1.0,27-05-2021
,7379,2.0,,90.0,1.0,27-05-2021
,7544,0.0,,91.0,2.0,27-05-2021
,7468,-4.0,,95.0,1.0,27-05-2021
,7380,2.0,,90.0,1.0,27-05-2021
,7466,-6.0,,95.0,1.0,27-05-2021
,7381,2.0,,90.0,1.0,27-05-2021
,7464,-3.0,,95.0,1.0,27-05-2021
,7546,2.0,,91.0,2.0,27-05-2021
,7212,,,83.0,3.0,27-05-2021
,7382,2.0,,90.0,1.0,27-05-2021
,7462,1.0,,95.0,1.0,27-05-2021
,7211,2.0,,83.0,3.0,27-05-2021
,7383,1.0,,90.0,1.0,27-05-2021
,7210,2.0,,83.0,3.0,27-05-2021
,7384,0.0,,90.0,1.0,27-05-2021
,7459,1.0,,95.0,1.0,27-05-2021
,7547,2.0,,91.0,2.0,27-05-2021
,7209,2.0,,83.0,3.0,27-05-2021
,7385,3.0,,90.0,1.0,27-05-2021
,7457,1.0,,95.0,1.0,27-05-2021
,7549,2.0,,91.0,2.0,27-05-2021
,7208,3.0,,83.0,3.0,27-05-2021
,7386,-1.0,,90.0,1.0,27-05-2021
,7551,1.0,,91.0,2.0,27-05-2021
,7207,,,83.0,3.0,27-05-2021
,7387,1.0,,90.0,1.0,27-05-2021
,7553,-1.0,,91.0,2.0,27-05-2021
,7206,2.0,,83.0,3.0,27-05-2021
,7388,2.0,,90.0,1.0,27-05-2021
,7454,1.0,,89.0,2.0,27-05-2021
,7555,1.0,,91.0,2.0,27-05-2021
,7205,2.0,,83.0,3.0,27-05-2021
,7389,3.0,,90.0,1.0,27-05-2021
,7557,1.0,,91.0,2.0,27-05-2021
,7204,2.0,,83.0,3.0,27-05-2021
,7390,2.0,,90.0,1.0,27-05-2021
,7451,0.0,,89.0,2.0,27-05-2021
,7203,1.0,,83.0,3.0,27-05-2021
,7391,3.0,,90.0,1.0,27-05-2021
,7559,1.0,,91.0,2.0,27-05-2021
,7449,0.0,,89.0,2.0,27-05-2021
,7202,1.0,,83.0,3.0,27-05-2021
,7392,2.0,,90.0,1.0,27-05-2021
,7561,3.0,,91.0,2.0,27-05-2021
,7201,1.0,,83.0,3.0,27-05-2021
,7393,2.0,,90.0,1.0,27-05-2021
,7563,4.0,,91.0,2.0,27-05-2021
,7200,2.0,,83.0,3.0,27-05-2021
,7394,-2.0,,90.0,1.0,27-05-2021
,7565,2.0,,90.0,1.0,27-05-2021
,7199,2.0,,83.0,3.0,27-05-2021
,7395,-1.0,,90.0,1.0,27-05-2021
,7447,4.0,,82.0,3.0,27-05-2021
,7567,2.0,,90.0,1.0,27-05-2021
,7198,3.0,,82.0,4.0,27-05-2021
,7396,,,84.0,1.0,27-05-2021
,7197,3.0,,82.0,4.0,27-05-2021
,7569,1.0,,90.0,1.0,27-05-2021
,7196,,,82.0,4.0,27-05-2021
,7571,1.0,,90.0,1.0,27-05-2021
,7195,,,82.0,4.0,27-05-2021
,7573,1.0,,90.0,1.0,27-05-2021
,7194,3.0,,82.0,4.0,27-05-2021
,7575,2.0,,90.0,1.0,27-05-2021
,7193,3.0,,82.0,4.0,27-05-2021
,7192,3.0,,82.0,4.0,27-05-2021
,7397,5.0,,84.0,1.0,27-05-2021
,7577,2.0,,90.0,1.0,27-05-2021
,7398,1.0,,84.0,1.0,27-05-2021
,7579,2.0,,90.0,1.0,27-05-2021
,7399,0.0,,84.0,1.0,27-05-2021
,7581,2.0,,90.0,1.0,27-05-2021
,7400,0.0,,84.0,1.0,27-05-2021
,7401,2.0,,84.0,1.0,27-05-2021
,7583,2.0,,90.0,1.0,27-05-2021
,7402,2.0,,84.0,1.0,27-05-2021
,7444,4.0,,86.0,2.0,27-05-2021
,7585,0.0,,90.0,1.0,27-05-2021
,7403,3.0,,84.0,1.0,27-05-2021
,7404,2.0,,84.0,1.0,27-05-2021
,7587,2.0,,90.0,1.0,27-05-2021
,7711,5.0,,88.0,2.0,27-05-2021
,7712,1.0,,88.0,2.0,27-05-2021
,7710,4.0,,88.0,2.0,27-05-2021
,7713,0.0,,88.0,2.0,27-05-2021
,7709,3.0,,88.0,2.0,27-05-2021
,7714,0.0,,88.0,2.0,27-05-2021
,7708,3.0,,88.0,2.0,27-05-2021
,7715,0.0,,88.0,2.0,27-05-2021
,7707,2.0,,88.0,2.0,27-05-2021
,7716,1.0,,88.0,2.0,27-05-2021
,7706,2.0,,88.0,2.0,27-05-2021
,7717,4.0,,88.0,2.0,27-05-2021
,7705,2.0,,88.0,2.0,27-05-2021
,7718,5.0,,88.0,2.0,27-05-2021
,7704,1.0,,94.0,1.0,27-05-2021
,7719,4.0,,90.0,2.0,27-05-2021
,7703,1.0,,94.0,1.0,27-05-2021
,7720,4.0,,90.0,2.0,27-05-2021
,7721,4.0,,90.0,2.0,27-05-2021
,7702,2.0,,94.0,1.0,27-05-2021
,7722,4.0,,90.0,2.0,27-05-2021
,7701,1.0,,94.0,1.0,27-05-2021
,7723,4.0,,90.0,2.0,27-05-2021
,7700,1.0,,94.0,1.0,27-05-2021
,7724,4.0,,90.0,2.0,27-05-2021
,7699,1.0,,94.0,1.0,27-05-2021
,7725,4.0,,90.0,2.0,27-05-2021
,7405,2.0,,84.0,1.0,27-05-2021
,7698,0.0,,94.0,1.0,27-05-2021
,7726,5.0,,90.0,2.0,27-05-2021
,7697,0.0,,94.0,1.0,27-05-2021
,7727,5.0,,90.0,2.0,27-05-2021
,7696,0.0,,94.0,1.0,27-05-2021
,7728,4.0,,90.0,2.0,27-05-2021
,7695,0.0,,94.0,1.0,27-05-2021
,7729,4.0,,90.0,2.0,27-05-2021
,7589,1.0,,90.0,1.0,27-05-2021
,7694,2.0,,94.0,1.0,27-05-2021
,7730,1.0,,90.0,2.0,27-05-2021
,7693,2.0,,94.0,1.0,27-05-2021
,7731,1.0,,90.0,2.0,27-05-2021
,7692,1.0,,94.0,1.0,27-05-2021
,7732,4.0,,90.0,2.0,27-05-2021
,7406,2.0,,84.0,1.0,27-05-2021
,7691,-3.0,,94.0,1.0,27-05-2021
,7733,3.0,,90.0,2.0,27-05-2021
,7690,1.0,,94.0,1.0,27-05-2021
,7734,1.0,,90.0,2.0,27-05-2021
,7735,2.0,,91.0,2.0,27-05-2021
,7736,2.0,,91.0,2.0,27-05-2021
,7737,2.0,,91.0,2.0,27-05-2021
,7738,1.0,,91.0,2.0,27-05-2021
,7407,2.0,,83.0,1.0,27-05-2021
,7591,2.0,,90.0,1.0,27-05-2021
,7739,1.0,,91.0,2.0,27-05-2021
,7740,1.0,,91.0,2.0,27-05-2021
,7741,0.0,,91.0,2.0,27-05-2021
,7689,,,96.0,0.0,27-05-2021
,7742,-1.0,,91.0,2.0,27-05-2021
,7688,,,96.0,0.0,27-05-2021
,7743,0.0,,91.0,2.0,27-05-2021
,7687,0.0,,96.0,0.0,27-05-2021
,7744,0.0,,91.0,2.0,27-05-2021
,7593,2.0,,90.0,1.0,27-05-2021
,7686,0.0,,96.0,0.0,27-05-2021
,7745,1.0,,91.0,2.0,27-05-2021
,7685,0.0,,96.0,0.0,27-05-2021
,7746,1.0,,91.0,2.0,27-05-2021
,7684,1.0,,96.0,0.0,27-05-2021
,7747,,,91.0,2.0,27-05-2021
,7683,0.0,,96.0,0.0,27-05-2021
,7748,0.0,,91.0,2.0,27-05-2021
,7682,2.0,,96.0,0.0,27-05-2021
,7749,-2.0,,91.0,2.0,27-05-2021
,7681,3.0,,96.0,0.0,27-05-2021
,7750,-2.0,,91.0,2.0,27-05-2021
,7595,2.0,,90.0,1.0,27-05-2021
,7680,1.0,,95.0,1.0,27-05-2021
,7751,1.0,,91.0,2.0,27-05-2021
,7679,2.0,,95.0,1.0,27-05-2021
,7752,-1.0,,91.0,2.0,27-05-2021
,7678,-2.0,,95.0,1.0,27-05-2021
,7753,0.0,,91.0,2.0,27-05-2021
,7677,0.0,,95.0,1.0,27-05-2021
,7754,1.0,,91.0,2.0,27-05-2021
,7676,-2.0,,95.0,1.0,27-05-2021
,7597,2.0,,90.0,1.0,27-05-2021
,7675,-4.0,,95.0,1.0,27-05-2021
,7674,-1.0,,95.0,1.0,27-05-2021
,7438,3.0,,83.0,3.0,27-05-2021
,7673,-3.0,,95.0,1.0,27-05-2021
,7755,2.0,,91.0,2.0,27-05-2021
,7672,-3.0,,95.0,1.0,27-05-2021
,7756,2.0,,91.0,2.0,27-05-2021
,7599,2.0,,90.0,1.0,27-05-2021
,7671,0.0,,95.0,1.0,27-05-2021
,7670,0.0,,95.0,1.0,27-05-2021
,7669,-1.0,,95.0,1.0,27-05-2021
,7668,-1.0,,95.0,1.0,27-05-2021
,7601,1.0,,90.0,1.0,27-05-2021
,7667,-1.0,,95.0,1.0,27-05-2021
,7666,2.0,,95.0,1.0,27-05-2021
,7758,3.0,,91.0,2.0,27-05-2021
,7434,2.0,,83.0,3.0,27-05-2021
,7665,2.0,,95.0,1.0,27-05-2021
,7759,2.0,,91.0,2.0,27-05-2021
,7664,1.0,,89.0,2.0,27-05-2021
,7760,1.0,,91.0,2.0,27-05-2021
,7603,3.0,,90.0,1.0,27-05-2021
,7761,2.0,,91.0,2.0,27-05-2021
,7663,0.0,,89.0,2.0,27-05-2021
,7762,2.0,,91.0,2.0,27-05-2021
,7432,2.0,,83.0,3.0,27-05-2021
,7763,1.0,,91.0,2.0,27-05-2021
,7662,0.0,,89.0,2.0,27-05-2021
,7764,1.0,,91.0,2.0,27-05-2021
,7605,2.0,,90.0,1.0,27-05-2021
,7661,0.0,,89.0,2.0,27-05-2021
,7765,1.0,,91.0,2.0,27-05-2021
,7766,1.0,,91.0,2.0,27-05-2021
,7430,2.0,,83.0,3.0,27-05-2021
,7660,0.0,,89.0,2.0,27-05-2021
,7767,1.0,,91.0,2.0,27-05-2021
,7659,0.0,,89.0,2.0,27-05-2021
,7768,2.0,,91.0,2.0,27-05-2021
,7607,2.0,,90.0,1.0,27-05-2021
,7658,1.0,,89.0,2.0,27-05-2021
,7769,2.0,,91.0,2.0,27-05-2021
,7428,1.0,,83.0,3.0,27-05-2021
,7770,2.0,,91.0,2.0,27-05-2021
,7771,4.0,,91.0,2.0,27-05-2021
,7609,2.0,,90.0,1.0,27-05-2021
,7772,4.0,,91.0,2.0,27-05-2021
,7773,4.0,,91.0,2.0,27-05-2021
,7426,1.0,,83.0,3.0,27-05-2021
,7774,4.0,,91.0,2.0,27-05-2021
,7611,0.0,,90.0,1.0,27-05-2021
,7775,2.0,,91.0,2.0,27-05-2021
,7776,1.0,,90.0,1.0,27-05-2021
,7424,1.0,,83.0,3.0,27-05-2021
,7777,1.0,,90.0,1.0,27-05-2021
,7778,1.0,,90.0,1.0,27-05-2021
,7779,1.0,,90.0,1.0,27-05-2021
,7422,1.0,,82.0,4.0,27-05-2021
,7780,1.0,,90.0,1.0,27-05-2021
,7781,1.0,,90.0,1.0,27-05-2021
,7782,1.0,,90.0,1.0,27-05-2021
,7420,2.0,,82.0,4.0,27-05-2021
,7783,0.0,,90.0,1.0,27-05-2021
,7784,1.0,,90.0,1.0,27-05-2021
,7785,1.0,,90.0,1.0,27-05-2021
,7786,1.0,,90.0,1.0,27-05-2021
,7418,2.0,,82.0,4.0,27-05-2021
,7787,1.0,,90.0,1.0,27-05-2021
,7614,0.0,,84.0,1.0,27-05-2021
,7788,1.0,,90.0,1.0,27-05-2021
,7789,2.0,,90.0,1.0,27-05-2021
,7416,,,82.0,4.0,27-05-2021
,7790,2.0,,90.0,1.0,27-05-2021
,7616,0.0,,84.0,1.0,27-05-2021
,7791,2.0,,90.0,1.0,27-05-2021
,7655,3.0,,86.0,2.0,27-05-2021
,7792,2.0,,90.0,1.0,27-05-2021
,7793,2.0,,90.0,1.0,27-05-2021
,7618,2.0,,84.0,1.0,27-05-2021
,7794,1.0,,90.0,1.0,27-05-2021
,7795,1.0,,90.0,1.0,27-05-2021
,7796,1.0,,90.0,1.0,27-05-2021
,7620,2.0,,84.0,1.0,27-05-2021
,7797,2.0,,90.0,1.0,27-05-2021
,7798,2.0,,90.0,1.0,27-05-2021
,7926,4.0,,88.0,2.0,27-05-2021
,7924,3.0,,88.0,2.0,27-05-2021
,7928,2.0,,88.0,2.0,27-05-2021
,7922,3.0,,88.0,2.0,27-05-2021
,7930,3.0,,88.0,2.0,27-05-2021
,7920,4.0,,88.0,2.0,27-05-2021
,7932,2.0,,88.0,2.0,27-05-2021
,7918,0.0,,88.0,2.0,27-05-2021
,7934,3.0,,90.0,2.0,27-05-2021
,7916,1.0,,94.0,1.0,27-05-2021
,7936,5.0,,90.0,2.0,27-05-2021
,7914,0.0,,94.0,1.0,27-05-2021
,7938,5.0,,90.0,2.0,27-05-2021
,7799,2.0,,90.0,1.0,27-05-2021
,7913,-2.0,,94.0,1.0,27-05-2021
,7940,3.0,,90.0,2.0,27-05-2021
,7622,2.0,,84.0,1.0,27-05-2021
,7911,2.0,,94.0,1.0,27-05-2021
,7942,2.0,,90.0,2.0,27-05-2021
,7909,-1.0,,94.0,1.0,27-05-2021
,7944,4.0,,90.0,2.0,27-05-2021
,7800,1.0,,90.0,1.0,27-05-2021
,7907,0.0,,94.0,1.0,27-05-2021
,7946,1.0,,90.0,2.0,27-05-2021
,7905,0.0,,94.0,1.0,27-05-2021
,7948,3.0,,90.0,2.0,27-05-2021
,7801,2.0,,90.0,1.0,27-05-2021
,7950,5.0,,91.0,2.0,27-05-2021
,7952,2.0,,91.0,2.0,27-05-2021
,7903,,,96.0,0.0,27-05-2021
,7802,2.0,,90.0,1.0,27-05-2021
,7954,1.0,,91.0,2.0,27-05-2021
,7956,0.0,,91.0,2.0,27-05-2021
,7803,3.0,,90.0,1.0,27-05-2021
,7958,0.0,,91.0,2.0,27-05-2021
,7901,0.0,,96.0,0.0,27-05-2021
,7804,2.0,,90.0,1.0,27-05-2021
,7960,1.0,,91.0,2.0,27-05-2021
,7899,0.0,,96.0,0.0,27-05-2021
,7961,1.0,,91.0,2.0,27-05-2021
,7649,4.0,,86.0,2.0,27-05-2021
,7805,-1.0,,90.0,1.0,27-05-2021
,7897,1.0,,96.0,0.0,27-05-2021
,7963,-2.0,,91.0,2.0,27-05-2021
,7895,2.0,,96.0,0.0,27-05-2021
,7806,2.0,,90.0,1.0,27-05-2021
,7965,2.0,,91.0,2.0,27-05-2021
,7893,-2.0,,95.0,1.0,27-05-2021
,7807,2.0,,90.0,1.0,27-05-2021
,7967,1.0,,91.0,2.0,27-05-2021
,7891,3.0,,95.0,1.0,27-05-2021
,7808,3.0,,90.0,1.0,27-05-2021
,7889,0.0,,95.0,1.0,27-05-2021
,7809,2.0,,90.0,1.0,27-05-2021
,7887,-1.0,,95.0,1.0,27-05-2021
,7970,2.0,,91.0,2.0,27-05-2021
,7810,2.0,,90.0,1.0,27-05-2021
,7885,0.0,,95.0,1.0,27-05-2021
,7811,1.0,,90.0,1.0,27-05-2021
,7883,1.0,,95.0,1.0,27-05-2021
,7812,1.0,,90.0,1.0,27-05-2021
,7881,1.0,,95.0,1.0,27-05-2021
,7972,3.0,,91.0,2.0,27-05-2021
,7647,3.0,,83.0,3.0,27-05-2021
,7813,2.0,,90.0,1.0,27-05-2021
,7879,1.0,,95.0,1.0,27-05-2021
,7974,1.0,,91.0,2.0,27-05-2021
,7814,-1.0,,90.0,1.0,27-05-2021
,7877,1.0,,89.0,2.0,27-05-2021
,7976,1.0,,91.0,2.0,27-05-2021
,7815,1.0,,90.0,1.0,27-05-2021
,7875,1.0,,89.0,2.0,27-05-2021
,7978,1.0,,91.0,2.0,27-05-2021
,7645,2.0,,83.0,3.0,27-05-2021
,7816,1.0,,90.0,1.0,27-05-2021
,7873,1.0,,89.0,2.0,27-05-2021
,7980,1.0,,91.0,2.0,27-05-2021
,7644,1.0,,83.0,3.0,27-05-2021
,7817,1.0,,90.0,1.0,27-05-2021
,7872,0.0,,89.0,2.0,27-05-2021
,7982,2.0,,91.0,2.0,27-05-2021
,7643,1.0,,83.0,3.0,27-05-2021
,7818,2.0,,90.0,1.0,27-05-2021
,7642,-1.0,,83.0,3.0,27-05-2021
,7819,2.0,,90.0,1.0,27-05-2021
,7984,2.0,,91.0,2.0,27-05-2021
,7641,0.0,,83.0,3.0,27-05-2021
,7820,1.0,,90.0,1.0,27-05-2021
,7986,3.0,,91.0,2.0,27-05-2021
,7640,0.0,,83.0,3.0,27-05-2021
,7821,0.0,,90.0,1.0,27-05-2021
,7988,4.0,,91.0,2.0,27-05-2021
,7639,0.0,,83.0,3.0,27-05-2021
,7822,0.0,,90.0,1.0,27-05-2021
,7990,1.0,,90.0,1.0,27-05-2021
,7638,0.0,,83.0,3.0,27-05-2021
,7869,2.0,,82.0,3.0,27-05-2021
,7992,1.0,,90.0,1.0,27-05-2021
,7637,0.0,,82.0,4.0,27-05-2021
,7867,3.0,,82.0,3.0,27-05-2021
,7636,1.0,,82.0,4.0,27-05-2021
,7994,0.0,,90.0,1.0,27-05-2021
,7635,1.0,,82.0,4.0,27-05-2021
,7996,0.0,,90.0,1.0,27-05-2021
,7634,1.0,,82.0,4.0,27-05-2021
,7998,1.0,,90.0,1.0,27-05-2021
,7633,2.0,,82.0,4.0,27-05-2021
,7823,,,84.0,1.0,27-05-2021
,8000,0.0,,90.0,1.0,27-05-2021
,7632,2.0,,82.0,4.0,27-05-2021
,7824,5.0,,84.0,1.0,27-05-2021
,7631,3.0,,82.0,4.0,27-05-2021
,7825,1.0,,84.0,1.0,27-05-2021
,8002,1.0,,90.0,1.0,27-05-2021
,7630,5.0,,82.0,4.0,27-05-2021
,7826,2.0,,84.0,1.0,27-05-2021
,8004,0.0,,90.0,1.0,27-05-2021
,7629,,,82.0,4.0,27-05-2021
,7827,5.0,,84.0,1.0,27-05-2021
,7828,4.0,,84.0,1.0,27-05-2021
,8006,1.0,,90.0,1.0,27-05-2021
,7829,4.0,,84.0,1.0,27-05-2021
,8008,1.0,,90.0,1.0,27-05-2021
,7830,3.0,,84.0,1.0,27-05-2021
,8010,1.0,,90.0,1.0,27-05-2021
,8012,3.0,,90.0,1.0,27-05-2021
,8141,4.0,,88.0,2.0,27-05-2021
,8142,4.0,,88.0,2.0,27-05-2021
,8140,4.0,,88.0,2.0,27-05-2021
,8143,3.0,,88.0,2.0,27-05-2021
,8139,3.0,,88.0,2.0,27-05-2021
,8144,4.0,,88.0,2.0,27-05-2021
,8138,2.0,,88.0,2.0,27-05-2021
,8145,3.0,,88.0,2.0,27-05-2021
,8137,3.0,,88.0,2.0,27-05-2021
,8146,3.0,,88.0,2.0,27-05-2021
,8136,1.0,,88.0,2.0,27-05-2021
,8147,3.0,,88.0,2.0,27-05-2021
,8135,2.0,,88.0,2.0,27-05-2021
,8148,1.0,,88.0,2.0,27-05-2021
,8134,2.0,,88.0,2.0,27-05-2021
,8149,2.0,,88.0,2.0,27-05-2021
,8133,1.0,,94.0,1.0,27-05-2021
,8150,2.0,,90.0,2.0,27-05-2021
,8132,1.0,,94.0,1.0,27-05-2021
,8151,4.0,,90.0,2.0,27-05-2021
,8131,1.0,,94.0,1.0,27-05-2021
,8152,4.0,,90.0,2.0,27-05-2021
,8130,1.0,,94.0,1.0,27-05-2021
,8153,5.0,,90.0,2.0,27-05-2021
,8154,5.0,,90.0,2.0,27-05-2021
,8129,,,94.0,1.0,27-05-2021
,8155,4.0,,90.0,2.0,27-05-2021
,8128,-1.0,,94.0,1.0,27-05-2021
,8156,3.0,,90.0,2.0,27-05-2021
,8127,1.0,,94.0,1.0,27-05-2021
,8157,3.0,,90.0,2.0,27-05-2021
,8126,0.0,,94.0,1.0,27-05-2021
,8158,4.0,,90.0,2.0,27-05-2021
,8125,0.0,,94.0,1.0,27-05-2021
,8159,3.0,,90.0,2.0,27-05-2021
,8124,1.0,,94.0,1.0,27-05-2021
,8160,3.0,,90.0,2.0,27-05-2021
,8014,3.0,,90.0,1.0,27-05-2021
,8123,,,94.0,1.0,27-05-2021
,8161,2.0,,90.0,2.0,27-05-2021
,8122,,,94.0,1.0,27-05-2021
,8162,3.0,,90.0,2.0,27-05-2021
,8163,3.0,,90.0,2.0,27-05-2021
,8164,2.0,,90.0,2.0,27-05-2021
,8165,2.0,,90.0,2.0,27-05-2021
,8121,-2.0,,96.0,0.0,27-05-2021
,8166,4.0,,91.0,2.0,27-05-2021
,8120,-1.0,,96.0,0.0,27-05-2021
,8167,3.0,,91.0,2.0,27-05-2021
,8119,-1.0,,96.0,0.0,27-05-2021
,8168,2.0,,91.0,2.0,27-05-2021
,8118,-1.0,,96.0,0.0,27-05-2021
,8169,1.0,,91.0,2.0,27-05-2021
,8016,3.0,,90.0,1.0,27-05-2021
,8170,3.0,,91.0,2.0,27-05-2021
,8117,0.0,,96.0,0.0,27-05-2021
,8171,0.0,,91.0,2.0,27-05-2021
,8116,0.0,,96.0,0.0,27-05-2021
,8172,-1.0,,91.0,2.0,27-05-2021
,8115,0.0,,96.0,0.0,27-05-2021
,8173,0.0,,91.0,2.0,27-05-2021
,7628,4.0,,80.0,6.0,27-05-2021
,8114,0.0,,96.0,0.0,27-05-2021
,8174,0.0,,91.0,2.0,27-05-2021
,8113,3.0,,96.0,0.0,27-05-2021
,8175,-1.0,,91.0,2.0,27-05-2021
,8018,0.0,,90.0,1.0,27-05-2021
,8112,3.0,,96.0,0.0,27-05-2021
,8176,-1.0,,91.0,2.0,27-05-2021
,8111,2.0,,96.0,0.0,27-05-2021
,8177,-1.0,,91.0,2.0,27-05-2021
,8110,3.0,,96.0,0.0,27-05-2021
,8178,0.0,,91.0,2.0,27-05-2021
,7859,4.0,,86.0,2.0,27-05-2021
,8109,1.0,,96.0,0.0,27-05-2021
,8179,0.0,,91.0,2.0,27-05-2021
,8108,-1.0,,96.0,0.0,27-05-2021
,8180,0.0,,91.0,2.0,27-05-2021
,8107,-1.0,,96.0,0.0,27-05-2021
,8181,0.0,,91.0,2.0,27-05-2021
,8020,1.0,,90.0,1.0,27-05-2021
,8106,-1.0,,95.0,1.0,27-05-2021
,8182,1.0,,91.0,2.0,27-05-2021
,8105,1.0,,95.0,1.0,27-05-2021
,8183,1.0,,91.0,2.0,27-05-2021
,7858,2.0,,86.0,2.0,27-05-2021
,8104,0.0,,95.0,1.0,27-05-2021
,8184,1.0,,91.0,2.0,27-05-2021
,8103,2.0,,95.0,1.0,27-05-2021
,8022,3.0,,90.0,1.0,27-05-2021
,8102,1.0,,95.0,1.0,27-05-2021
,8185,2.0,,91.0,2.0,27-05-2021
,8101,0.0,,95.0,1.0,27-05-2021
,8186,,,91.0,2.0,27-05-2021
,7626,3.0,,80.0,6.0,27-05-2021
,8100,1.0,,95.0,1.0,27-05-2021
,7856,2.0,,83.0,3.0,27-05-2021
,8099,1.0,,95.0,1.0,27-05-2021
,8188,2.0,,91.0,2.0,27-05-2021
,8098,1.0,,95.0,1.0,27-05-2021
,8189,2.0,,91.0,2.0,27-05-2021
,8024,1.0,,90.0,1.0,27-05-2021
,8097,4.0,,95.0,1.0,27-05-2021
,8190,2.0,,91.0,2.0,27-05-2021
,8096,2.0,,95.0,1.0,27-05-2021
,8095,0.0,,95.0,1.0,27-05-2021
,8094,-2.0,,95.0,1.0,27-05-2021
,8026,-1.0,,90.0,1.0,27-05-2021
,8093,-1.0,,95.0,1.0,27-05-2021
,8191,2.0,,91.0,2.0,27-05-2021
,8092,-1.0,,95.0,1.0,27-05-2021
,8192,2.0,,91.0,2.0,27-05-2021
,7625,6.0,,80.0,6.0,27-05-2021
,8091,1.0,,95.0,1.0,27-05-2021
,8193,1.0,,91.0,2.0,27-05-2021
,8090,2.0,,89.0,2.0,27-05-2021
,8194,1.0,,91.0,2.0,27-05-2021
,8028,-2.0,,90.0,1.0,27-05-2021
,8089,1.0,,89.0,2.0,27-05-2021
,8195,2.0,,91.0,2.0,27-05-2021
,8088,3.0,,89.0,2.0,27-05-2021
,8196,2.0,,91.0,2.0,27-05-2021
,8087,1.0,,89.0,2.0,27-05-2021
,8197,2.0,,91.0,2.0,27-05-2021
,8198,1.0,,91.0,2.0,27-05-2021
,8030,-1.0,,90.0,1.0,27-05-2021
,8086,,,89.0,2.0,27-05-2021
,8199,1.0,,91.0,2.0,27-05-2021
,8200,2.0,,91.0,2.0,27-05-2021
,7852,1.0,,83.0,3.0,27-05-2021
,8201,2.0,,91.0,2.0,27-05-2021
,8202,2.0,,91.0,2.0,27-05-2021
,8032,1.0,,90.0,1.0,27-05-2021
,8203,2.0,,91.0,2.0,27-05-2021
,7850,-1.0,,83.0,3.0,27-05-2021
,8204,2.0,,91.0,2.0,27-05-2021
,8205,2.0,,91.0,2.0,27-05-2021
,8034,-1.0,,90.0,1.0,27-05-2021
,8206,3.0,,91.0,2.0,27-05-2021
,8085,-1.0,,89.0,2.0,27-05-2021
,8207,3.0,,91.0,2.0,27-05-2021
,7848,0.0,,83.0,3.0,27-05-2021
,8084,0.0,,89.0,2.0,27-05-2021
,8208,3.0,,91.0,2.0,27-05-2021
,8036,1.0,,90.0,1.0,27-05-2021
,8083,0.0,,89.0,2.0,27-05-2021
,8209,2.0,,91.0,2.0,27-05-2021
,8082,1.0,,82.0,3.0,27-05-2021
,8210,1.0,,90.0,1.0,27-05-2021
,7846,1.0,,83.0,3.0,27-05-2021
,8211,0.0,,90.0,1.0,27-05-2021
,8080,0.0,,82.0,3.0,27-05-2021
,8212,0.0,,90.0,1.0,27-05-2021
,8079,0.0,,82.0,3.0,27-05-2021
,8213,0.0,,90.0,1.0,27-05-2021
,7844,0.0,,82.0,4.0,27-05-2021
,8214,0.0,,90.0,1.0,27-05-2021
,8215,-1.0,,90.0,1.0,27-05-2021
,8216,-1.0,,90.0,1.0,27-05-2021
,7842,2.0,,82.0,4.0,27-05-2021
,8217,1.0,,90.0,1.0,27-05-2021
,8218,1.0,,90.0,1.0,27-05-2021
,8037,,,84.0,1.0,27-05-2021
,8219,1.0,,90.0,1.0,27-05-2021
,7840,2.0,,82.0,4.0,27-05-2021
,8220,-1.0,,90.0,1.0,27-05-2021
,8221,-1.0,,90.0,1.0,27-05-2021
,8039,1.0,,84.0,1.0,27-05-2021
,8222,-1.0,,90.0,1.0,27-05-2021
,8223,0.0,,90.0,1.0,27-05-2021
,7838,7.0,,82.0,4.0,27-05-2021
,8224,-1.0,,90.0,1.0,27-05-2021
,8041,3.0,,84.0,1.0,27-05-2021
,8225,0.0,,90.0,1.0,27-05-2021
,8226,0.0,,90.0,1.0,27-05-2021
,8227,1.0,,90.0,1.0,27-05-2021
,8043,,,84.0,1.0,27-05-2021
,8228,2.0,,90.0,1.0,27-05-2021
