system:index,ET,Malla16k,Malla1k,Malla2k,Malla4k,Malla8k,Parcela_ID,Temp_C,latitude,longitude,precipitation,relative_humidity_2m_above_ground,wind,Fecha actual
00000000000000000792,,0,1,0,0,0,434384,23.0,-33.44989249829553,-70.75917203598956,0.0,30.0,1.0,25-05-2021
00000000000000000793,,0,1,0,0,0,434385,23.0,-33.44989249829553,-70.74794309493807,0.0,30.0,1.0,25-05-2021
00000000000000000794,,0,1,0,0,0,434386,23.0,-33.44989249829553,-70.73671415388658,0.0,30.0,1.0,25-05-2021
00000000000000000795,,0,1,0,0,0,434387,23.0,-33.44989249829553,-70.72773100104538,0.0,30.0,1.0,25-05-2021
00000000000000000796,,0,1,0,0,0,434388,23.0,-33.45213828650584,-70.71650205999389,0.0,30.0,1.0,25-05-2021
00000000000000000797,,0,1,0,0,0,434389,23.0,-33.45213828650584,-70.7052731189424,0.0,30.0,1.0,25-05-2021
00000000000000000798,,0,1,0,0,0,434390,23.0,-33.45213828650584,-70.6940441778909,0.0,30.0,1.0,25-05-2021
00000000000000000799,,0,1,0,0,0,434391,23.0,-33.45213828650584,-70.6828152368394,0.0,30.0,1.0,25-05-2021
0000000000000000079a,,0,1,0,0,0,434392,23.0,-33.45213828650584,-70.6738320839982,0.0,30.0,1.0,25-05-2021
0000000000000000079b,,0,1,0,0,0,434393,23.0,-33.45213828650584,-70.66260314294671,0.0,30.0,1.0,25-05-2021
0000000000000000079c,,0,1,0,0,0,434394,23.0,-33.45213828650584,-70.65137420189522,0.0,30.0,1.0,25-05-2021
0000000000000000079d,,0,1,0,0,0,434395,21.0,-33.45213828650584,-70.64014526084371,0.0,30.0,1.0,25-05-2021
0000000000000000079e,,0,1,0,0,0,434396,21.0,-33.45213828650584,-70.62891631979222,0.0,30.0,1.0,25-05-2021
000000000000000007a0,71.0,0,1,0,0,0,434527,22.0,-33.43641776903374,-71.1027776321653,0.0,42.0,1.0,25-05-2021
000000000000000007a2,,0,1,0,0,0,434529,24.0,-33.43641776903374,-71.08256553827259,0.0,42.0,1.0,25-05-2021
000000000000000007a4,91.0,0,1,0,0,0,434531,22.0,-33.43641776903374,-71.06010765616959,0.0,42.0,1.0,25-05-2021
000000000000000007a6,86.0,0,1,0,0,0,434533,21.0,-33.43641776903374,-71.03764977406661,0.0,42.0,1.0,25-05-2021
000000000000000007a8,,0,1,0,0,0,434535,20.0,-33.43866355724404,-71.01743768017394,0.0,42.0,1.0,25-05-2021
000000000000000007aa,,0,1,0,0,0,434537,18.0,-33.43866355724404,-70.99497979807093,0.0,42.0,1.0,25-05-2021
000000000000000007ac,,0,1,0,0,0,434539,17.0,-33.43866355724404,-70.97476770417825,0.0,42.0,1.0,25-05-2021
000000000000000007ae,55.0,0,1,0,0,0,434541,18.0,-33.43866355724404,-70.95230982207526,0.0,42.0,1.0,25-05-2021
000000000000000007b0,53.0,0,1,0,0,0,434543,18.0,-33.43866355724404,-70.92985193997227,0.0,42.0,1.0,25-05-2021
00000000000000000000,80.0,0,1,0,0,0,429742,18.0,-33.69692920142841,-71.1095149967962,0.0,37.0,1.0,25-05-2021
00000000000000000001,92.0,0,1,0,0,0,429743,18.0,-33.69692920142841,-71.09828605574468,0.0,37.0,1.0,25-05-2021
00000000000000000002,88.0,0,1,0,0,0,429744,19.0,-33.69692920142841,-71.08705711469318,0.0,37.0,1.0,25-05-2021
00000000000000000003,67.0,0,1,0,0,0,429745,19.0,-33.6991749896387,-71.078073961852,0.0,37.0,1.0,25-05-2021
00000000000000000004,66.0,0,1,0,0,0,429746,19.0,-33.6991749896387,-71.0668450208005,0.0,37.0,1.0,25-05-2021
00000000000000000005,,0,1,0,0,0,429747,19.0,-33.6991749896387,-71.055616079749,0.0,37.0,1.0,25-05-2021
00000000000000000006,69.0,0,1,0,0,0,429748,19.0,-33.6991749896387,-71.04438713869752,0.0,37.0,1.0,25-05-2021
00000000000000000007,69.0,0,1,0,0,0,429749,19.0,-33.6991749896387,-71.03315819764602,0.0,37.0,1.0,25-05-2021
00000000000000000008,,0,1,0,0,0,429750,19.0,-33.6991749896387,-71.0241750448048,0.0,37.0,1.0,25-05-2021
00000000000000000009,71.0,0,1,0,0,0,429751,18.0,-33.6991749896387,-71.01294610375331,0.0,37.0,1.0,25-05-2021
0000000000000000000a,70.0,0,1,0,0,0,429752,17.0,-33.6991749896387,-71.00171716270185,0.0,37.0,1.0,25-05-2021
0000000000000000000b,,0,1,0,0,0,429753,18.0,-33.6991749896387,-70.99048822165034,3.0,37.0,1.0,25-05-2021
0000000000000000000c,89.0,0,1,0,0,0,429754,18.0,-33.6991749896387,-70.97925928059884,3.0,37.0,1.0,25-05-2021
0000000000000000000d,72.0,0,1,0,0,0,429755,18.0,-33.6991749896387,-70.96803033954735,3.0,37.0,1.0,25-05-2021
0000000000000000000e,72.0,0,1,0,0,0,429756,18.0,-33.6991749896387,-70.95904718670616,3.0,37.0,1.0,25-05-2021
0000000000000000000f,,0,1,0,0,0,429757,18.0,-33.6991749896387,-70.94781824565466,3.0,37.0,1.0,25-05-2021
00000000000000000010,,0,1,0,0,0,429758,19.0,-33.701420777849,-70.93658930460317,3.0,37.0,1.0,25-05-2021
00000000000000000011,83.0,0,1,0,0,0,429907,18.0,-33.687946048587214,-71.1095149967962,0.0,37.0,1.0,25-05-2021
00000000000000000013,73.0,0,1,0,0,0,429909,19.0,-33.687946048587214,-71.08705711469318,0.0,37.0,1.0,25-05-2021
00000000000000000015,71.0,0,1,0,0,0,429911,19.0,-33.6901918367975,-71.0668450208005,0.0,37.0,1.0,25-05-2021
00000000000000000017,67.0,0,1,0,0,0,429913,18.0,-33.6901918367975,-71.04438713869752,0.0,37.0,1.0,25-05-2021
00000000000000000019,88.0,0,1,0,0,0,429915,19.0,-33.6901918367975,-71.02192925659452,0.0,37.0,1.0,25-05-2021
0000000000000000001b,63.0,0,1,0,0,0,429917,18.0,-33.6901918367975,-71.00171716270185,0.0,37.0,1.0,25-05-2021
0000000000000000001d,,0,1,0,0,0,429919,18.0,-33.6901918367975,-70.97925928059884,3.0,37.0,1.0,25-05-2021
0000000000000000001f,89.0,0,1,0,0,0,429921,18.0,-33.6901918367975,-70.95904718670616,3.0,37.0,1.0,25-05-2021
00000000000000000021,59.0,0,1,0,0,0,429923,19.0,-33.692437625007805,-70.93658930460317,3.0,37.0,1.0,25-05-2021
00000000000000000023,45.0,0,1,0,0,0,429925,20.0,-33.692437625007805,-70.91413142250019,3.0,37.0,1.0,25-05-2021
00000000000000000025,49.0,0,1,0,0,0,429927,20.0,-33.692437625007805,-70.8939193286075,0.0,37.0,1.0,25-05-2021
00000000000000000027,52.0,0,1,0,0,0,429929,20.0,-33.692437625007805,-70.8714614465045,0.0,32.0,2.0,25-05-2021
00000000000000000029,50.0,0,1,0,0,0,429931,19.0,-33.692437625007805,-70.8512493526118,0.0,32.0,2.0,25-05-2021
0000000000000000002b,35.0,0,1,0,0,0,429933,19.0,-33.692437625007805,-70.82879147050882,3.0,32.0,2.0,25-05-2021
0000000000000000002d,,0,1,0,0,0,429935,20.0,-33.692437625007805,-70.80633358840583,3.0,32.0,2.0,25-05-2021
0000000000000000002f,,0,1,0,0,0,429937,20.0,-33.6946834132181,-70.78612149451315,0.0,32.0,2.0,25-05-2021
00000000000000000031,32.0,0,1,0,0,0,429939,21.0,-33.6946834132181,-70.76366361241016,0.0,32.0,2.0,25-05-2021
00000000000000000033,,0,1,0,0,0,429941,21.0,-33.6946834132181,-70.74345151851746,0.0,32.0,2.0,25-05-2021
00000000000000000035,31.0,0,1,0,0,0,429943,21.0,-33.6946834132181,-70.72099363641448,0.0,32.0,2.0,25-05-2021
00000000000000000037,31.0,0,1,0,0,0,429945,21.0,-33.6946834132181,-70.69853575431151,0.0,32.0,2.0,25-05-2021
00000000000000000039,32.0,0,1,0,0,0,429947,21.0,-33.6946834132181,-70.67832366041881,0.0,32.0,2.0,25-05-2021
0000000000000000003b,,0,1,0,0,0,429949,20.0,-33.6946834132181,-70.65586577831581,0.0,32.0,2.0,25-05-2021
0000000000000000003d,32.0,0,1,0,0,0,429951,21.0,-33.6946834132181,-70.63565368442312,3.0,32.0,2.0,25-05-2021
0000000000000000003e,,0,1,0,0,0,430071,19.0,-33.67896289574601,-71.1095149967962,0.0,37.0,1.0,25-05-2021
0000000000000000003f,,0,1,0,0,0,430072,19.0,-33.67896289574601,-71.09828605574468,0.0,37.0,1.0,25-05-2021
00000000000000000040,87.0,0,1,0,0,0,430073,19.0,-33.67896289574601,-71.08705711469318,0.0,37.0,1.0,25-05-2021
00000000000000000041,81.0,0,1,0,0,0,430074,19.0,-33.67896289574601,-71.0758281736417,0.0,37.0,1.0,25-05-2021
00000000000000000042,,0,1,0,0,0,430075,19.0,-33.68120868395632,-71.0668450208005,0.0,37.0,1.0,25-05-2021
00000000000000000043,,0,1,0,0,0,430076,18.0,-33.68120868395632,-71.055616079749,0.0,37.0,1.0,25-05-2021
00000000000000000044,80.0,0,1,0,0,0,430077,19.0,-33.68120868395632,-71.04438713869752,0.0,37.0,1.0,25-05-2021
00000000000000000045,89.0,0,1,0,0,0,430078,19.0,-33.68120868395632,-71.03315819764602,0.0,37.0,1.0,25-05-2021
00000000000000000046,71.0,0,1,0,0,0,430079,19.0,-33.68120868395632,-71.02192925659452,0.0,37.0,1.0,25-05-2021
00000000000000000047,64.0,0,1,0,0,0,430080,19.0,-33.68120868395632,-71.01294610375331,0.0,37.0,1.0,25-05-2021
00000000000000000048,,0,1,0,0,0,430081,19.0,-33.68120868395632,-71.00171716270185,0.0,37.0,1.0,25-05-2021
00000000000000000049,,0,1,0,0,0,430082,19.0,-33.68120868395632,-70.99048822165034,3.0,37.0,1.0,25-05-2021
0000000000000000004a,,0,1,0,0,0,430083,19.0,-33.68120868395632,-70.97925928059884,3.0,37.0,1.0,25-05-2021
0000000000000000004b,,0,1,0,0,0,430084,19.0,-33.68120868395632,-70.96803033954735,3.0,37.0,1.0,25-05-2021
0000000000000000004c,62.0,0,1,0,0,0,430085,19.0,-33.68120868395632,-70.95904718670616,3.0,37.0,1.0,25-05-2021
0000000000000000004d,,0,1,0,0,0,430086,19.0,-33.68120868395632,-70.94781824565466,3.0,37.0,1.0,25-05-2021
0000000000000000004e,55.0,0,1,0,0,0,430087,19.0,-33.68345447216661,-70.93658930460317,3.0,37.0,1.0,25-05-2021
0000000000000000004f,58.0,0,1,0,0,0,430088,19.0,-33.68345447216661,-70.92536036355169,3.0,37.0,1.0,25-05-2021
00000000000000000050,57.0,0,1,0,0,0,430089,19.0,-33.68345447216661,-70.91413142250019,3.0,37.0,1.0,25-05-2021
00000000000000000051,,0,1,0,0,0,430090,20.0,-33.68345447216661,-70.90514826965898,3.0,37.0,1.0,25-05-2021
00000000000000000052,,0,1,0,0,0,430091,19.0,-33.68345447216661,-70.8939193286075,0.0,37.0,1.0,25-05-2021
00000000000000000053,,0,1,0,0,0,430092,20.0,-33.68345447216661,-70.882690387556,0.0,37.0,1.0,25-05-2021
00000000000000000054,,0,1,0,0,0,430093,19.0,-33.68345447216661,-70.8714614465045,0.0,32.0,2.0,25-05-2021
00000000000000000055,57.0,0,1,0,0,0,430094,19.0,-33.68345447216661,-70.86023250545301,0.0,32.0,2.0,25-05-2021
00000000000000000056,37.0,0,1,0,0,0,430095,19.0,-33.68345447216661,-70.84900356440151,3.0,32.0,2.0,25-05-2021
00000000000000000057,38.0,0,1,0,0,0,430096,19.0,-33.68345447216661,-70.84002041156032,3.0,32.0,2.0,25-05-2021
00000000000000000058,,0,1,0,0,0,430097,19.0,-33.68345447216661,-70.82879147050882,3.0,32.0,2.0,25-05-2021
00000000000000000059,,0,1,0,0,0,430098,19.0,-33.68345447216661,-70.81756252945733,3.0,32.0,2.0,25-05-2021
0000000000000000005a,,0,1,0,0,0,430099,19.0,-33.68345447216661,-70.80633358840583,3.0,32.0,2.0,25-05-2021
0000000000000000005b,32.0,0,1,0,0,0,430100,20.0,-33.68345447216661,-70.79510464735435,0.0,32.0,2.0,25-05-2021
0000000000000000005c,33.0,0,1,0,0,0,430101,20.0,-33.68570026037691,-70.78612149451315,0.0,32.0,2.0,25-05-2021
0000000000000000005d,54.0,0,1,0,0,0,430102,22.0,-33.68570026037691,-70.77489255346165,0.0,32.0,2.0,25-05-2021
0000000000000000005e,33.0,0,1,0,0,0,430103,21.0,-33.68570026037691,-70.76366361241016,0.0,32.0,2.0,25-05-2021
0000000000000000005f,43.0,0,1,0,0,0,430104,21.0,-33.68570026037691,-70.75243467135867,0.0,32.0,2.0,25-05-2021
00000000000000000060,33.0,0,1,0,0,0,430105,20.0,-33.68570026037691,-70.74120573030717,0.0,32.0,2.0,25-05-2021
00000000000000000061,,0,1,0,0,0,430106,20.0,-33.68570026037691,-70.73222257746598,0.0,32.0,2.0,25-05-2021
00000000000000000062,,0,1,0,0,0,430107,21.0,-33.68570026037691,-70.72099363641448,0.0,32.0,2.0,25-05-2021
00000000000000000063,,0,1,0,0,0,430108,21.0,-33.68570026037691,-70.70976469536299,0.0,32.0,2.0,25-05-2021
00000000000000000064,31.0,0,1,0,0,0,430109,21.0,-33.68570026037691,-70.69853575431151,0.0,32.0,2.0,25-05-2021
00000000000000000065,31.0,0,1,0,0,0,430110,21.0,-33.68570026037691,-70.68730681326001,0.0,32.0,2.0,25-05-2021
00000000000000000066,,0,1,0,0,0,430111,22.0,-33.68570026037691,-70.67832366041881,0.0,32.0,2.0,25-05-2021
00000000000000000067,36.0,0,1,0,0,0,430112,21.0,-33.68570026037691,-70.66709471936731,0.0,32.0,2.0,25-05-2021
00000000000000000068,,0,1,0,0,0,430113,21.0,-33.68570026037691,-70.65586577831581,0.0,32.0,2.0,25-05-2021
00000000000000000069,,0,1,0,0,0,430114,21.0,-33.68570026037691,-70.64463683726433,3.0,32.0,2.0,25-05-2021
0000000000000000006a,35.0,0,1,0,0,0,430115,22.0,-33.68570026037691,-70.63340789621283,3.0,32.0,2.0,25-05-2021
0000000000000000006b,96.0,0,1,0,0,0,430235,19.0,-33.66997974290481,-71.1095149967962,0.0,37.0,1.0,25-05-2021
0000000000000000006d,76.0,0,1,0,0,0,430237,18.0,-33.66997974290481,-71.08705711469318,0.0,37.0,1.0,25-05-2021
0000000000000000006f,74.0,0,1,0,0,0,430239,18.0,-33.672225531115124,-71.0645992325902,0.0,37.0,1.0,25-05-2021
00000000000000000071,,0,1,0,0,0,430241,19.0,-33.672225531115124,-71.04438713869752,0.0,37.0,1.0,25-05-2021
00000000000000000073,69.0,0,1,0,0,0,430243,18.0,-33.672225531115124,-71.02192925659452,0.0,37.0,1.0,25-05-2021
00000000000000000075,,0,1,0,0,0,430245,19.0,-33.672225531115124,-71.00171716270185,0.0,37.0,1.0,25-05-2021
00000000000000000077,,0,1,0,0,0,430247,19.0,-33.672225531115124,-70.97925928059884,3.0,37.0,1.0,25-05-2021
00000000000000000079,,0,1,0,0,0,430249,19.0,-33.672225531115124,-70.95680139849586,3.0,37.0,1.0,25-05-2021
0000000000000000007b,,0,1,0,0,0,430251,20.0,-33.672225531115124,-70.93658930460317,3.0,37.0,1.0,25-05-2021
0000000000000000007d,48.0,0,1,0,0,0,430253,19.0,-33.674471319325406,-70.91413142250019,3.0,37.0,1.0,25-05-2021
0000000000000000007f,41.0,0,1,0,0,0,430255,19.0,-33.674471319325406,-70.8939193286075,0.0,37.0,1.0,25-05-2021
00000000000000000081,,0,1,0,0,0,430257,19.0,-33.674471319325406,-70.8714614465045,0.0,32.0,2.0,25-05-2021
00000000000000000083,40.0,0,1,0,0,0,430259,19.0,-33.674471319325406,-70.84900356440151,3.0,32.0,2.0,25-05-2021
00000000000000000085,39.0,0,1,0,0,0,430261,20.0,-33.674471319325406,-70.82879147050882,3.0,32.0,2.0,25-05-2021
00000000000000000087,,0,1,0,0,0,430263,19.0,-33.674471319325406,-70.80633358840583,3.0,32.0,2.0,25-05-2021
00000000000000000089,33.0,0,1,0,0,0,430265,21.0,-33.676717107535715,-70.78612149451315,0.0,32.0,2.0,25-05-2021
0000000000000000008b,33.0,0,1,0,0,0,430267,21.0,-33.676717107535715,-70.76366361241016,0.0,32.0,2.0,25-05-2021
0000000000000000008d,,0,1,0,0,0,430269,20.0,-33.676717107535715,-70.74120573030717,0.0,32.0,2.0,25-05-2021
0000000000000000008f,,0,1,0,0,0,430271,20.0,-33.676717107535715,-70.72099363641448,0.0,32.0,2.0,25-05-2021
00000000000000000091,32.0,0,1,0,0,0,430273,21.0,-33.676717107535715,-70.69853575431151,0.0,32.0,2.0,25-05-2021
00000000000000000093,,0,1,0,0,0,430275,21.0,-33.676717107535715,-70.67832366041881,0.0,32.0,2.0,25-05-2021
00000000000000000095,,0,1,0,0,0,430277,20.0,-33.676717107535715,-70.65586577831581,0.0,32.0,2.0,25-05-2021
00000000000000000097,40.0,0,1,0,0,0,430279,22.0,-33.676717107535715,-70.63340789621283,3.0,32.0,2.0,25-05-2021
00000000000000000098,84.0,0,1,0,0,0,430398,18.0,-33.66099659006362,-71.1095149967962,0.0,37.0,1.0,25-05-2021
00000000000000000099,72.0,0,1,0,0,0,430399,18.0,-33.66099659006362,-71.09828605574468,0.0,37.0,1.0,25-05-2021
0000000000000000009a,,0,1,0,0,0,430400,17.0,-33.66099659006362,-71.08705711469318,0.0,37.0,1.0,25-05-2021
0000000000000000009b,77.0,0,1,0,0,0,430401,16.0,-33.66099659006362,-71.0758281736417,0.0,37.0,1.0,25-05-2021
0000000000000000009c,69.0,0,1,0,0,0,430402,16.0,-33.66324237827392,-71.0645992325902,0.0,37.0,1.0,25-05-2021
0000000000000000009d,73.0,0,1,0,0,0,430403,17.0,-33.66324237827392,-71.055616079749,0.0,37.0,1.0,25-05-2021
0000000000000000009e,76.0,0,1,0,0,0,430404,18.0,-33.66324237827392,-71.04438713869752,0.0,37.0,1.0,25-05-2021
0000000000000000009f,110.0,0,1,0,0,0,430405,18.0,-33.66324237827392,-71.03315819764602,0.0,37.0,1.0,25-05-2021
000000000000000000a0,89.0,0,1,0,0,0,430406,18.0,-33.66324237827392,-71.02192925659452,0.0,37.0,1.0,25-05-2021
000000000000000000a1,88.0,0,1,0,0,0,430407,18.0,-33.66324237827392,-71.01070031554303,0.0,37.0,1.0,25-05-2021
000000000000000000a2,70.0,0,1,0,0,0,430408,18.0,-33.66324237827392,-71.00171716270185,0.0,37.0,1.0,25-05-2021
000000000000000000a3,103.0,0,1,0,0,0,430409,19.0,-33.66324237827392,-70.99048822165034,3.0,37.0,1.0,25-05-2021
000000000000000000a4,56.0,0,1,0,0,0,430410,19.0,-33.66324237827392,-70.97925928059884,3.0,37.0,1.0,25-05-2021
000000000000000000a5,83.0,0,1,0,0,0,430411,19.0,-33.66324237827392,-70.96803033954735,3.0,37.0,1.0,25-05-2021
000000000000000000a6,74.0,0,1,0,0,0,430412,19.0,-33.66324237827392,-70.95680139849586,3.0,37.0,1.0,25-05-2021
000000000000000000a7,,0,1,0,0,0,430413,19.0,-33.66324237827392,-70.94781824565466,3.0,37.0,1.0,25-05-2021
000000000000000000a8,,0,1,0,0,0,430414,20.0,-33.66324237827392,-70.93658930460317,3.0,37.0,1.0,25-05-2021
000000000000000000a9,,0,1,0,0,0,430415,20.0,-33.66548816648422,-70.92536036355169,3.0,37.0,1.0,25-05-2021
000000000000000000aa,,0,1,0,0,0,430416,20.0,-33.66548816648422,-70.91413142250019,3.0,37.0,1.0,25-05-2021
000000000000000000ab,42.0,0,1,0,0,0,430417,20.0,-33.66548816648422,-70.90290248144869,3.0,37.0,1.0,25-05-2021
000000000000000000ac,41.0,0,1,0,0,0,430418,20.0,-33.66548816648422,-70.8939193286075,0.0,37.0,1.0,25-05-2021
000000000000000000ad,54.0,0,1,0,0,0,430419,20.0,-33.66548816648422,-70.882690387556,0.0,37.0,1.0,25-05-2021
000000000000000000ae,43.0,0,1,0,0,0,430420,19.0,-33.66548816648422,-70.8714614465045,0.0,32.0,2.0,25-05-2021
000000000000000000af,62.0,0,1,0,0,0,430421,19.0,-33.66548816648422,-70.86023250545301,0.0,32.0,2.0,25-05-2021
000000000000000000b0,,0,1,0,0,0,430422,19.0,-33.66548816648422,-70.84900356440151,3.0,32.0,2.0,25-05-2021
000000000000000000b1,45.0,0,1,0,0,0,430423,20.0,-33.66548816648422,-70.84002041156032,3.0,32.0,2.0,25-05-2021
000000000000000000b2,40.0,0,1,0,0,0,430424,19.0,-33.66548816648422,-70.82879147050882,3.0,32.0,2.0,25-05-2021
000000000000000000b3,,0,1,0,0,0,430425,19.0,-33.66548816648422,-70.81756252945733,3.0,32.0,2.0,25-05-2021
000000000000000000b4,,0,1,0,0,0,430426,20.0,-33.66548816648422,-70.80633358840583,3.0,32.0,2.0,25-05-2021
000000000000000000b5,,0,1,0,0,0,430427,22.0,-33.66548816648422,-70.79510464735435,0.0,32.0,2.0,25-05-2021
000000000000000000b6,34.0,0,1,0,0,0,430428,22.0,-33.66548816648422,-70.78612149451315,0.0,32.0,2.0,25-05-2021
000000000000000000b7,34.0,0,1,0,0,0,430429,21.0,-33.66773395469452,-70.77489255346165,0.0,32.0,2.0,25-05-2021
000000000000000000b8,33.0,0,1,0,0,0,430430,21.0,-33.66773395469452,-70.76366361241016,0.0,32.0,2.0,25-05-2021
000000000000000000b9,33.0,0,1,0,0,0,430431,20.0,-33.66773395469452,-70.75243467135867,0.0,32.0,2.0,25-05-2021
000000000000000000ba,,0,1,0,0,0,430432,20.0,-33.66773395469452,-70.74120573030717,0.0,32.0,2.0,25-05-2021
000000000000000000bb,42.0,0,1,0,0,0,430433,20.0,-33.66773395469452,-70.73222257746598,0.0,32.0,2.0,25-05-2021
000000000000000000bc,,0,1,0,0,0,430434,20.0,-33.66773395469452,-70.72099363641448,0.0,32.0,2.0,25-05-2021
000000000000000000bd,,0,1,0,0,0,430435,22.0,-33.66773395469452,-70.70976469536299,0.0,32.0,2.0,25-05-2021
000000000000000000be,32.0,0,1,0,0,0,430436,22.0,-33.66773395469452,-70.69853575431151,0.0,32.0,2.0,25-05-2021
000000000000000000bf,,0,1,0,0,0,430437,22.0,-33.66773395469452,-70.68730681326001,0.0,32.0,2.0,25-05-2021
000000000000000000c0,32.0,0,1,0,0,0,430438,21.0,-33.66773395469452,-70.67832366041881,0.0,32.0,2.0,25-05-2021
000000000000000000c1,32.0,0,1,0,0,0,430439,21.0,-33.66773395469452,-70.66709471936731,0.0,32.0,2.0,25-05-2021
000000000000000000c2,41.0,0,1,0,0,0,430440,20.0,-33.66773395469452,-70.65586577831581,0.0,32.0,2.0,25-05-2021
000000000000000000c3,,0,1,0,0,0,430441,21.0,-33.66773395469452,-70.64463683726433,3.0,32.0,2.0,25-05-2021
000000000000000000c4,36.0,0,1,0,0,0,430442,23.0,-33.66773395469452,-70.63340789621283,3.0,32.0,2.0,25-05-2021
000000000000000000c5,81.0,0,1,0,0,0,430560,17.0,-33.65201343722243,-71.10726920858588,0.0,37.0,1.0,25-05-2021
000000000000000000c7,71.0,0,1,0,0,0,430562,16.0,-33.65201343722243,-71.08705711469318,0.0,37.0,1.0,25-05-2021
000000000000000000c9,,0,1,0,0,0,430564,17.0,-33.654259225432725,-71.0645992325902,0.0,37.0,1.0,25-05-2021
000000000000000000cb,,0,1,0,0,0,430566,17.0,-33.654259225432725,-71.04438713869752,0.0,37.0,1.0,25-05-2021
000000000000000000cd,85.0,0,1,0,0,0,430568,17.0,-33.654259225432725,-71.02192925659452,0.0,37.0,1.0,25-05-2021
000000000000000000cf,69.0,0,1,0,0,0,430570,18.0,-33.654259225432725,-70.99947137449153,3.0,37.0,1.0,25-05-2021
000000000000000000d1,,0,1,0,0,0,430572,19.0,-33.654259225432725,-70.97925928059884,3.0,37.0,1.0,25-05-2021
000000000000000000d3,66.0,0,1,0,0,0,430574,18.0,-33.654259225432725,-70.95680139849586,3.0,37.0,1.0,25-05-2021
000000000000000000d5,,0,1,0,0,0,430576,20.0,-33.654259225432725,-70.93658930460317,3.0,37.0,1.0,25-05-2021
000000000000000000d7,,0,1,0,0,0,430578,20.0,-33.656505013643034,-70.91413142250019,3.0,37.0,1.0,25-05-2021
000000000000000000d9,,0,1,0,0,0,430580,20.0,-33.656505013643034,-70.89167354039719,0.0,37.0,1.0,25-05-2021
000000000000000000db,,0,1,0,0,0,430582,20.0,-33.656505013643034,-70.8714614465045,0.0,32.0,2.0,25-05-2021
000000000000000000dd,,0,1,0,0,0,430584,20.0,-33.656505013643034,-70.84900356440151,3.0,32.0,2.0,25-05-2021
000000000000000000df,,0,1,0,0,0,430586,19.0,-33.656505013643034,-70.82879147050882,3.0,32.0,2.0,25-05-2021
000000000000000000e1,,0,1,0,0,0,430588,20.0,-33.656505013643034,-70.80633358840583,3.0,32.0,2.0,25-05-2021
000000000000000000e3,,0,1,0,0,0,430590,22.0,-33.656505013643034,-70.78387570630284,0.0,32.0,2.0,25-05-2021
000000000000000000e5,33.0,0,1,0,0,0,430592,21.0,-33.658750801853316,-70.76366361241016,0.0,32.0,2.0,25-05-2021
000000000000000000e7,52.0,0,1,0,0,0,430594,20.0,-33.658750801853316,-70.74120573030717,0.0,32.0,2.0,25-05-2021
000000000000000000e9,63.0,0,1,0,0,0,430596,20.0,-33.658750801853316,-70.72099363641448,0.0,32.0,2.0,25-05-2021
000000000000000000eb,29.0,0,1,0,0,0,430598,22.0,-33.658750801853316,-70.69853575431151,0.0,32.0,2.0,25-05-2021
000000000000000000ed,,0,1,0,0,0,430600,21.0,-33.658750801853316,-70.67607787220852,0.0,32.0,2.0,25-05-2021
000000000000000000ef,,0,1,0,0,0,430602,21.0,-33.658750801853316,-70.65586577831581,0.0,32.0,2.0,25-05-2021
000000000000000000f1,30.0,0,1,0,0,0,430604,22.0,-33.658750801853316,-70.63340789621283,3.0,32.0,2.0,25-05-2021
000000000000000000f2,75.0,0,1,0,0,0,430722,16.0,-33.64303028438123,-71.10726920858588,0.0,37.0,1.0,25-05-2021
000000000000000000f3,68.0,0,1,0,0,0,430723,16.0,-33.64303028438123,-71.09828605574468,0.0,37.0,1.0,25-05-2021
000000000000000000f4,,0,1,0,0,0,430724,16.0,-33.64303028438123,-71.08705711469318,0.0,37.0,1.0,25-05-2021
000000000000000000f5,74.0,0,1,0,0,0,430725,17.0,-33.64303028438123,-71.0758281736417,0.0,37.0,1.0,25-05-2021
000000000000000000f6,75.0,0,1,0,0,0,430726,17.0,-33.64527607259153,-71.0645992325902,0.0,37.0,1.0,25-05-2021
000000000000000000f7,,0,1,0,0,0,430727,16.0,-33.64527607259153,-71.05337029153871,0.0,37.0,1.0,25-05-2021
000000000000000000f8,71.0,0,1,0,0,0,430728,16.0,-33.64527607259153,-71.04438713869752,3.0,37.0,1.0,25-05-2021
000000000000000000f9,,0,1,0,0,0,430729,17.0,-33.64527607259153,-71.03315819764602,3.0,37.0,1.0,25-05-2021
000000000000000000fa,89.0,0,1,0,0,0,430730,18.0,-33.64527607259153,-71.02192925659452,3.0,37.0,1.0,25-05-2021
000000000000000000fb,88.0,0,1,0,0,0,430731,18.0,-33.64527607259153,-71.01070031554303,3.0,37.0,1.0,25-05-2021
000000000000000000fc,,0,1,0,0,0,430732,18.0,-33.64527607259153,-70.99947137449153,3.0,37.0,1.0,25-05-2021
000000000000000000fd,65.0,0,1,0,0,0,430733,18.0,-33.64527607259153,-70.99048822165034,3.0,37.0,1.0,25-05-2021
000000000000000000fe,61.0,0,1,0,0,0,430734,18.0,-33.64527607259153,-70.97925928059884,3.0,37.0,1.0,25-05-2021
000000000000000000ff,,0,1,0,0,0,430735,17.0,-33.64527607259153,-70.96803033954735,3.0,37.0,1.0,25-05-2021
00000000000000000100,,0,1,0,0,0,430736,17.0,-33.64527607259153,-70.95680139849586,3.0,37.0,1.0,25-05-2021
